Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discount Category,Loss Flag
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,302.376,3,0.2,22.6782,7.500000000000001,Low Discount,Profit
First Class,Consumer,Dublin,Ohio,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,32.5,Low Discount,Profit
First Class,Consumer,Dublin,Ohio,East,Office Supplies,Paper,22.704,6,0.2,8.2302,36.25,Low Discount,Profit
First Class,Consumer,Dublin,Ohio,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,-70.0,High Discount,Loss
First Class,Consumer,Dublin,Ohio,East,Furniture,Furnishings,72.704,4,0.2,19.0848,26.250000000000007,Low Discount,Profit
First Class,Consumer,Dublin,Ohio,East,Technology,Machines,479.988,4,0.7,-383.9904,-80.0,High Discount,Loss
First Class,Consumer,Dublin,Ohio,East,Office Supplies,Art,27.168,2,0.2,2.7168,10.0,Low Discount,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,2.2,1,0.0,0.968,43.99999999999999,No Discount,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,622.45,5,0.0,136.939,21.999999999999996,No Discount,Profit
Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,1.0,No Discount,Profit
Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Chairs,161.568,2,0.2,-28.2744,-17.5,Low Discount,Loss
Standard Class,Consumer,Columbia,Tennessee,South,Furniture,Chairs,389.696,8,0.2,43.8408,11.25,Low Discount,Profit
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Binders,18.648,7,0.7,-12.432,-66.66666666666667,High Discount,Loss
Standard Class,Home Office,Tampa,Florida,South,Furniture,Tables,233.86,2,0.45,-102.048,-43.63636363636363,High Discount,Loss
Standard Class,Home Office,Tampa,Florida,South,Furniture,Tables,620.6145,3,0.45,-248.2458,-40.0,High Discount,Loss
Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Binders,5.328,2,0.7,-3.552,-66.66666666666666,High Discount,Loss
Standard Class,Home Office,Tampa,Florida,South,Furniture,Furnishings,258.072,3,0.2,0.0,0.0,Low Discount,Profit
Standard Class,Home Office,Tampa,Florida,South,Technology,Accessories,617.976,3,0.2,-7.7247,-1.25,Low Discount,Loss
Standard Class,Corporate,Santa Clara,California,West,Office Supplies,Paper,10.56,2,0.0,4.752,44.99999999999999,No Discount,Profit
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,25.92,5,0.2,9.396,36.25,Low Discount,Profit
Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,-85.0,High Discount,Loss
Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,-40.0,High Discount,Loss
Second Class,Consumer,Chicago,Illinois,Central,Technology,Phones,31.984,2,0.2,11.1944,35.0,Low Discount,Profit
Second Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,177.225,5,0.5,-120.513,-68.0,High Discount,Loss
Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,-70.0,High Discount,Loss
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,7.408,2,0.2,1.2038,16.249999999999996,Low Discount,Profit
Second Class,Home Office,Lakeville,Minnesota,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,29.000000000000004,No Discount,Profit
Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Storage,166.72,2,0.0,41.68,25.0,No Discount,Profit
Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,47.88,6,0.0,23.94,50.0,No Discount,Profit
Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,33.0,No Discount,Profit
Second Class,Home Office,Lakeville,Minnesota,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,47.99999999999999,No Discount,Profit
Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372,8.75,Low Discount,Profit
Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,7.61,1,0.0,3.5767,47.0,No Discount,Profit
Standard Class,Consumer,San Diego,California,West,Technology,Accessories,3347.37,13,0.0,636.0003,19.000000000000004,No Discount,Profit
First Class,Consumer,New York City,New York,East,Office Supplies,Storage,80.58,6,0.0,22.5624,28.000000000000004,No Discount,Profit
First Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,45.0,No Discount,Profit
Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,-70.0,High Discount,Loss
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,-23.75,Low Discount,Loss
Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,53.92,5,0.2,4.044,7.499999999999998,Low Discount,Profit
Standard Class,Corporate,Chicago,Illinois,Central,Technology,Phones,647.904,6,0.2,56.6916,8.75,Low Discount,Profit
Second Class,Consumer,New York City,New York,East,Technology,Accessories,20.37,3,0.0,6.9258,34.0,No Discount,Profit
Second Class,Consumer,New York City,New York,East,Office Supplies,Storage,221.55,3,0.0,6.6465,2.9999999999999996,No Discount,Profit
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,17.52,5,0.2,6.132,35.0,Low Discount,Profit
Standard Class,Corporate,Pasadena,Texas,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,-275.0,High Discount,Loss
Second Class,Corporate,Houston,Texas,Central,Technology,Machines,3059.982,3,0.4,-509.997,-16.666666666666668,Medium discount,Loss
Second Class,Corporate,Houston,Texas,Central,Technology,Machines,2519.958,7,0.4,-251.9958,-10.0,Medium discount,Loss
Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,328.224,4,0.2,28.7196,8.75,Low Discount,Profit
Standard Class,Consumer,Brentwood,California,West,Technology,Accessories,79.9,2,0.0,35.156,43.99999999999999,No Discount,Profit
Standard Class,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,14.016,3,0.2,4.7304,33.75,Low Discount,Profit
Standard Class,Consumer,Morristown,New Jersey,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,4.0,No Discount,Profit
Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,-20.0,Low Discount,Loss
Standard Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,37.5,Low Discount,Profit
Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,725.84,4,0.0,210.4936,28.999999999999996,No Discount,Profit
First Class,Consumer,San Francisco,California,West,Technology,Accessories,209.93,7,0.0,92.3692,44.0,No Discount,Profit
First Class,Consumer,San Francisco,California,West,Furniture,Furnishings,5.28,3,0.0,2.3232,43.99999999999999,No Discount,Profit
First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,10.92,3,0.2,4.095,37.5,Low Discount,Profit
First Class,Corporate,Inglewood,California,West,Office Supplies,Paper,8.82,2,0.0,4.0572,46.0,No Discount,Profit
First Class,Corporate,Inglewood,California,West,Office Supplies,Art,5.98,1,0.0,1.5548,25.999999999999996,No Discount,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.648,2,0.2,4.0768,35.0,Low Discount,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.176,4,0.2,5.9072,32.5,Low Discount,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,59.712,6,0.2,5.9712,10.0,Low Discount,Profit
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,24.84,3,0.2,8.694,35.0,Low Discount,Profit
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,-165.0,High Discount,Loss
Second Class,Consumer,Houston,Texas,Central,Technology,Phones,1114.4,7,0.2,376.11,33.75,Low Discount,Profit
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,1038.84,5,0.2,51.942,5.0,Low Discount,Profit
Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,141.76,5,0.2,47.844,33.75,Low Discount,Profit
Standard Class,Consumer,Portland,Oregon,West,Technology,Accessories,239.8,5,0.2,47.96,20.0,Low Discount,Profit
Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Paper,31.104,6,0.2,10.8864,35.0,Low Discount,Profit
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.058,7,0.7,-169.372,-66.66666666666667,High Discount,Loss
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2,0.2,24.316,12.5,Low Discount,Profit
Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,-21.25,Low Discount,Loss
Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,35.0,Low Discount,Profit
Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Labels,18.496,8,0.2,6.2424,33.75,Low Discount,Profit
Second Class,Home Office,Columbus,Ohio,East,Technology,Accessories,255.984,2,0.2,54.3966,21.25,Low Discount,Profit
Second Class,Home Office,Columbus,Ohio,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,-56.00000000000001,High Discount,Loss
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,300.416,8,0.2,78.8592,26.25,Low Discount,Profit
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Chairs,230.352,3,0.2,20.1558,8.75,Low Discount,Profit
First Class,Corporate,Colorado Springs,Colorado,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,-11.249999999999998,Low Discount,Loss
First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Binders,78.6,5,0.7,-62.88,-80.0,High Discount,Loss
First Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,33.75,Low Discount,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,32.4,5,0.0,15.552,48.0,No Discount,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,1.0,No Discount,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Paper,56.91,3,0.0,27.3168,48.00000000000001,No Discount,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Furniture,Furnishings,77.6,4,0.0,38.024,49.00000000000001,No Discount,Profit
Standard Class,Corporate,Belleville,New Jersey,East,Office Supplies,Binders,14.28,1,0.0,6.5688,46.00000000000001,No Discount,Profit
Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,219.075,3,0.5,-131.445,-60.0,High Discount,Loss
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,26.8,2,0.0,12.864,48.00000000000001,No Discount,Profit
Standard Class,Corporate,Taylor,Michigan,Central,Office Supplies,Art,9.84,3,0.0,2.8536,29.000000000000004,No Discount,Profit
Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Binders,45.48,3,0.0,20.9208,46.0,No Discount,Profit
Standard Class,Home Office,Lakewood,New Jersey,East,Office Supplies,Art,289.2,6,0.0,83.868,28.999999999999996,No Discount,Profit
First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,4.89,1,0.0,2.0049,41.0,No Discount,Profit
Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.136,4,0.2,3.5948,23.75,Low Discount,Profit
Second Class,Corporate,Arvada,Colorado,West,Furniture,Chairs,466.768,2,0.2,52.5114,11.250000000000002,Low Discount,Profit
Second Class,Corporate,Arvada,Colorado,West,Furniture,Furnishings,15.232,1,0.2,1.7136,11.25,Low Discount,Profit
Second Class,Corporate,Arvada,Colorado,West,Office Supplies,Labels,6.264,3,0.2,2.0358,32.5,Low Discount,Profit
Standard Class,Corporate,Hackensack,New Jersey,East,Furniture,Furnishings,87.54,3,0.0,37.6422,43.0,No Discount,Profit
Standard Class,Corporate,Saint Petersburg,Florida,South,Technology,Phones,178.384,2,0.2,22.298,12.5,Low Discount,Profit
Standard Class,Corporate,Saint Petersburg,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.4432,35.0,Low Discount,Profit
First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,99.136,4,0.2,8.6744,8.75,Low Discount,Profit
Standard Class,Home Office,New York City,New York,East,Furniture,Chairs,135.882,1,0.1,24.1568,17.77777777777778,Low Discount,Profit
Standard Class,Home Office,New York City,New York,East,Technology,Machines,3991.98,2,0.0,1995.99,50.0,No Discount,Profit
Standard Class,Home Office,New York City,New York,East,Technology,Phones,275.94,6,0.0,80.0226,28.999999999999996,No Discount,Profit
Standard Class,Home Office,New York City,New York,East,Technology,Accessories,360.0,4,0.0,129.6,36.0,No Discount,Profit
Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,43.57,1,0.0,13.071,30.0,No Discount,Profit
Standard Class,Corporate,Long Beach,California,West,Office Supplies,Fasteners,7.16,2,0.0,3.58,50.0,No Discount,Profit
Standard Class,Corporate,Hesperia,California,West,Office Supplies,Binders,251.52,6,0.2,81.744,32.5,Low Discount,Profit
Standard Class,Corporate,Hesperia,California,West,Technology,Accessories,99.99,1,0.0,34.9965,35.0,No Discount,Profit
Second Class,Corporate,Murfreesboro,Tennessee,South,Furniture,Furnishings,15.992,1,0.2,0.9995,6.25,Low Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,290.898,3,0.4,-67.8762,-23.333333333333332,Medium discount,Loss
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,54.224,2,0.2,3.389,6.25,Low Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,786.744,4,0.3,-258.5016,-32.857142857142854,Medium discount,Loss
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,100.24,10,0.2,33.831,33.75,Low Discount,Profit
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,37.764,6,0.7,-27.6936,-73.33333333333333,High Discount,Loss
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,82.8,2,0.4,-20.7,-25.0,Medium discount,Loss
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,20.724,2,0.7,-13.816,-66.66666666666667,High Discount,Loss
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,-70.0,High Discount,Loss
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,4.752,1,0.2,1.6038,33.75,Low Discount,Profit
Second Class,Consumer,Los Angeles,California,West,Technology,Copiers,959.984,2,0.2,335.9944,35.0,Low Discount,Profit
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,14.368,4,0.2,4.49,31.25,Low Discount,Profit
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,7.712,2,0.2,2.7956,36.25,Low Discount,Profit
Standard Class,Corporate,San Francisco,California,West,Furniture,Tables,698.352,3,0.2,-17.4588,-2.5,Low Discount,Loss
Second Class,Consumer,Layton,Utah,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312,47.0,No Discount,Profit
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,17.856,4,0.2,1.116,6.25,Low Discount,Profit
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,509.97,10,0.7,-407.976,-80.0,High Discount,Loss
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724,32.5,Low Discount,Profit
Second Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,71.928,12,0.4,8.3916,11.666666666666668,Medium discount,Profit
Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,-2.5,Low Discount,Loss
Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.976,3,0.2,4.7976,10.0,Low Discount,Profit
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,3,0.0,3.0996,41.0,No Discount,Profit
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2,0.0,11.5432,47.0,No Discount,Profit
Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2,0.0,4.1472,31.999999999999996,No Discount,Profit
First Class,Home Office,New York City,New York,East,Technology,Accessories,6.79,1,0.0,2.3086,34.0,No Discount,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,24.56,2,0.0,11.5432,47.0,No Discount,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,3.048,1,0.2,1.0668,35.0,Low Discount,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,49.12,4,0.0,23.0864,47.0,No Discount,Profit
First Class,Home Office,New York City,New York,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296,32.5,Low Discount,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,388.704,6,0.2,-4.8588,-1.25,Low Discount,Loss
Standard Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,8.26,2,0.0,3.7996,46.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,17.04,4,0.0,6.9864,41.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,34.4,5,0.0,15.824,46.0,No Discount,Profit
Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Paper,36.24,5,0.2,11.325,31.249999999999993,Low Discount,Profit
First Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,647.84,8,0.0,168.4384,26.0,No Discount,Profit
First Class,Corporate,Columbus,Georgia,South,Office Supplies,Labels,20.7,2,0.0,9.936,48.00000000000001,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,20.7,2,0.0,9.936,48.00000000000001,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,488.646,3,0.1,86.8704,17.77777777777778,Low Discount,Profit
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.56,2,0.0,1.4456,26.0,No Discount,Profit
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,47.12,8,0.0,20.7328,44.00000000000001,No Discount,Profit
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,211.96,4,0.0,8.4784,4.0,No Discount,Profit
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Binders,23.2,4,0.0,10.44,45.0,No Discount,Profit
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Supplies,7.36,2,0.0,0.1472,2.0,No Discount,Profit
Same Day,Corporate,Manchester,Connecticut,East,Office Supplies,Storage,104.79,7,0.0,29.3412,27.999999999999996,No Discount,Profit
Same Day,Corporate,Manchester,Connecticut,East,Furniture,Bookcases,1043.92,4,0.0,271.4192,25.999999999999996,No Discount,Profit
Standard Class,Consumer,Harlingen,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.396,36.25,Low Discount,Profit
